parking_id,scenario_id,dimension_code,subscore,weight_applied,weighted_contribution
63,4,DEMAND,18.276027989193256,0.3,5.482808396757977
87,4,DEMAND,12.76618377742052,0.3,3.829855133226156
82,4,DEMAND,18.61637010613986,0.3,5.584911031841958
65,4,DEMAND,17.56028831267247,0.3,5.26808649380174
27,4,DEMAND,16.11328653644972,0.3,4.833985960934916
61,4,DEMAND,5.046751211379794,0.3,1.5140253634139382
66,4,DEMAND,18.46095470105772,0.3,5.5382864103173155
116,4,DEMAND,8.064766329808425,0.3,2.419429898942527
109,4,DEMAND,19.962237237179224,0.3,5.988671171153767
108,4,DEMAND,18.02817737127755,0.3,5.408453211383265
35,4,DEMAND,15.242028027327825,0.3,4.572608408198347
107,4,DEMAND,11.875101992057278,0.3,3.5625305976171835
54,4,DEMAND,14.481269514743447,0.3,4.344380854423034
96,4,DEMAND,7.111111360970765,0.3,2.133333408291229
73,4,DEMAND,12.813645940779772,0.3,3.8440937822339314
77,4,DEMAND,16.778958793630572,0.3,5.033687638089171
119,4,DEMAND,7.476930680712892,0.3,2.2430792042138674
112,4,DEMAND,9.464223310229066,0.3,2.8392669930687195
39,4,DEMAND,18.797850365025237,0.3,5.639355109507571
110,4,DEMAND,4.28167846058127,0.3,1.284503538174381
106,4,DEMAND,16.12041772544284,0.3,4.8361253176328525
97,4,DEMAND,28.11218058094571,0.3,8.433654174283713
70,4,DEMAND,14.01674278988375,0.3,4.205022836965125
79,4,DEMAND,12.244411980079027,0.3,3.673323594023708
60,4,DEMAND,16.832556140175743,0.3,5.049766842052723
94,4,DEMAND,7.244084615644571,0.3,2.1732253846933713
25,4,DEMAND,16.33991946988673,0.3,4.901975840966019
24,4,DEMAND,11.955976255815523,0.3,3.586792876744657
98,4,DEMAND,11.756286579602715,0.3,3.5268859738808147
69,4,DEMAND,11.65961064254934,0.3,3.497883192764802
111,4,DEMAND,16.00157540646425,0.3,4.800472621939275
103,4,DEMAND,7.4460143461390995,0.3,2.2338043038417297
71,4,DEMAND,8.68197645150202,0.3,2.604592935450606
81,4,DEMAND,12.65981695118352,0.3,3.797945085355056
115,4,DEMAND,6.017744974061693,0.3,1.8053234922185077
62,4,DEMAND,14.31546172615926,0.3,4.294638517847778
78,4,DEMAND,18.94547771436,0.3,5.683643314307999
114,4,DEMAND,7.291325206630079,0.3,2.1873975619890236
58,4,DEMAND,4.344381270793128,0.3,1.3033143812379382
88,4,DEMAND,11.575253218844548,0.3,3.4725759656533643
57,4,DEMAND,9.887008842337776,0.3,2.9661026527013328
64,4,DEMAND,16.137737554016795,0.3,4.841321266205038
92,4,DEMAND,7.359624983226726,0.3,2.2078874949680176
91,4,DEMAND,9.341563715276743,0.3,2.802469114583023
113,4,DEMAND,11.094034553479355,0.3,3.3282103660438067
76,4,DEMAND,11.006845799424532,0.3,3.3020537398273597
89,4,DEMAND,13.049440747556538,0.3,3.914832224266961
52,5,DEMAND,81.91400215185098,0.3,24.574200645555294
17,5,DEMAND,84.19563151742703,0.3,25.258689455228108
18,5,DEMAND,83.90716413798003,0.3,25.17214924139401
1,5,DEMAND,87.6022292064125,0.3,26.28066876192375
41,5,DEMAND,77.47988798654683,0.3,23.243966395964048
51,5,DEMAND,81.4210944538978,0.3,24.426328336169338
6,5,DEMAND,87.38216251229545,0.3,26.214648753688635
3,5,DEMAND,85.25427129578631,0.3,25.576281388735893
8,5,DEMAND,82.90648175569606,0.3,24.87194452670882
16,5,DEMAND,81.67623323190217,0.3,24.50286996957065
21,5,DEMAND,77.30244715997092,0.3,23.190734147991275
13,5,DEMAND,76.42289146108635,0.3,22.926867438325903
19,5,DEMAND,79.52184595510123,0.3,23.856553786530366
15,5,DEMAND,78.70443622098578,0.3,23.611330866295734
22,5,DEMAND,71.87918943173908,0.3,21.563756829521722
55,5,DEMAND,81.4428900553814,0.3,24.43286701661442
46,5,DEMAND,74.08624802038733,0.3,22.225874406116198
7,5,DEMAND,82.59772301336021,0.3,24.779316904008063
12,5,DEMAND,85.06347706061777,0.3,25.51904311818533
2,5,DEMAND,68.4505004436198,0.3,20.53515013308594
43,5,DEMAND,74.46981404558713,0.3,22.34094421367614
4,5,DEMAND,79.96308670038783,0.3,23.988926010116348
14,5,DEMAND,70.64759511121245,0.3,21.194278533363736
45,5,DEMAND,58.14848848902293,0.3,17.444546546706878
42,5,DEMAND,74.58245099791644,0.3,22.37473529937493
9,5,DEMAND,82.7308257509785,0.3,24.819247725293547
85,5,DEMAND,43.29782201230869,0.3,12.989346603692608
5,5,DEMAND,87.14192812249388,0.3,26.142578436748163
10,5,DEMAND,71.65019662988284,0.3,21.495058988964853
83,5,DEMAND,37.92414777824482,0.3,11.377244333473447
44,5,DEMAND,68.40005759787911,0.3,20.52001727936373
40,5,DEMAND,47.81917852664819,0.3,14.345753557994456
50,5,DEMAND,75.4680154266927,0.3,22.64040462800781
34,5,DEMAND,42.816218864989246,0.3,12.844865659496774
11,5,DEMAND,42.89072390910925,0.3,12.867217172732774
118,5,DEMAND,37.01435080470473,0.3,11.104305241411419
20,5,DEMAND,69.00053818014872,0.3,20.700161454044615
101,5,DEMAND,29.164324136281905,0.3,8.749297240884571
104,5,DEMAND,45.08711623010439,0.3,13.526134869031317
86,5,DEMAND,37.88118106978281,0.3,11.364354320934844
49,5,DEMAND,78.17944702511615,0.3,23.453834107534842
99,5,DEMAND,36.829666892811574,0.3,11.048900067843471
75,5,DEMAND,14.53466926098291,0.3,4.360400778294872
120,5,DEMAND,23.21086329223232,0.3,6.963258987669696
72,5,DEMAND,34.28102520936432,0.3,10.284307562809296
102,5,DEMAND,33.73710243610377,0.3,10.12113073083113
31,5,DEMAND,35.31964104157886,0.3,10.595892312473659
84,5,DEMAND,14.20796019085352,0.3,4.2623880572560555
26,5,DEMAND,31.53492363834645,0.3,9.460477091503934
33,5,DEMAND,28.06817900644637,0.3,8.42045370193391
68,5,DEMAND,25.921861744349457,0.3,7.776558523304836
36,5,DEMAND,43.599846127173066,0.3,13.07995383815192
47,5,DEMAND,56.37008785422183,0.3,16.911026356266547
48,5,DEMAND,79.77590936669027,0.3,23.93277281000708
90,5,DEMAND,32.69587520113523,0.3,9.808762560340568
29,5,DEMAND,43.64389291647248,0.3,13.093167874941743
23,5,DEMAND,28.198662186298797,0.3,8.45959865588964
56,5,DEMAND,29.23751751141315,0.3,8.771255253423945
80,5,DEMAND,42.72050649549018,0.3,12.816151948647052
117,5,DEMAND,31.211311216367186,0.3,9.363393364910156
53,5,DEMAND,12.3146700564655,0.3,3.6944010169396497
32,5,DEMAND,51.56921957080192,0.3,15.470765871240575
30,5,DEMAND,30.42134630265774,0.3,9.126403890797322
38,5,DEMAND,34.692055284757835,0.3,10.40761658542735
67,5,DEMAND,30.639883558817473,0.3,9.191965067645242
100,5,DEMAND,41.58039575567313,0.3,12.474118726701938
105,5,DEMAND,33.50188816593672,0.3,10.050566449781016
28,5,DEMAND,28.71123268485854,0.3,8.613369805457562
37,5,DEMAND,37.61733903205064,0.3,11.28520170961519
74,5,DEMAND,13.045085479837898,0.3,3.913525643951369
95,5,DEMAND,23.100998442840822,0.3,6.9302995328522465
59,5,DEMAND,16.387523881476167,0.3,4.916257164442849
63,5,DEMAND,29.148347142231337,0.3,8.7445041426694
93,5,DEMAND,17.419548871091248,0.3,5.225864661327374
27,5,DEMAND,28.39108888547748,0.3,8.517326665643244
87,5,DEMAND,23.54452499019063,0.3,7.063357497057189
65,5,DEMAND,28.007558295217137,0.3,8.40226748856514
61,5,DEMAND,16.436482825799622,0.3,4.9309448477398865
66,5,DEMAND,29.791852678062103,0.3,8.93755580341863
35,5,DEMAND,28.773545056452853,0.3,8.632063516935856
108,5,DEMAND,32.52817972878462,0.3,9.758453918635386
82,5,DEMAND,32.27749854461408,0.3,9.683249563384225
